CURRENCY_CODE,GROSS_AMOUNT,LIFECYCLE_STATUS,NET_AMOUNT,NODE_KEY,NOTE,OVERALL_STATUS,PARTNER_GUID_NODE_KEY,PO_ID,TAX_AMOUNT
EUR,1933.73,N,1624.98,74867AD200E41EDBA5D8B0C98DC7A052,,P,74867AD200E41EDBA5D8B06885AF2052,300000041,308.75
EUR,2153.9,N,1810,74867AD200E41EDBA5D8B0C98DC7C052,,P,74867AD200E41EDBA5D8B06885ABE052,300000042,343.9
EUR,5622.75,N,4725,74867AD200E41EDBA5D8B0C98DC7E052,,P,74867AD200E41EDBA5D8B06885AE6052,300000043,897.75
EUR,20476.33,N,17207,74867AD200E41EDBA5D8B0C98DC80052,,P,74867AD200E41EDBA5D8B06885ABE052,300000044,3269.33
EUR,90278.16,N,75864,74867AD200E41EDBA5D8B0C98DC82052,,P,74867AD200E41EDBA5D8B06885AE2052,300000045,14414.16
EUR,12848.43,N,10797,74867AD200E41EDBA5D8B0C98DC84052,,P,74867AD200E41EDBA5D8B06885AE0052,300000046,2051.43
EUR,1067.43,N,897,74867AD200E41EDBA5D8B0C98DC86052,,P,74867AD200E41EDBA5D8B06885B04052,300000047,170.43
EUR,5257.42,N,4418,74867AD200E41EDBA5D8B0C98DC88052,,P,74867AD200E41EDBA5D8B06885AEE052,300000048,839.42
EUR,16756.39,N,14081,74867AD200E41EDBA5D8B0C98DC8A052,,P,74867AD200E41EDBA5D8B06885AE8052,300000049,2675.39
EUR,7349.35,N,6175.92,74867AD200E41EDBA5D8B0C98DC8C052,,P,74867AD200E41EDBA5D8B06885ABA052,300000050,1173.43
EUR,11252.64,N,9456,74867AD200E41EDBA5D8B0C98DC8E052,,P,74867AD200E41EDBA5D8B06885ADC052,300000051,1796.64
EUR,3140.41,N,2639,74867AD200E41EDBA5D8B0C98DC90052,,P,74867AD200E41EDBA5D8B06885B02052,300000052,501.41
EUR,6251.07,N,5253,74867AD200E41EDBA5D8B0C98DC92052,,P,74867AD200E41EDBA5D8B06885ACA052,300000053,998.07
EUR,3944.82,N,3314.97,74867AD200E41EDBA5D8B0C98DC94052,,P,74867AD200E41EDBA5D8B06885AF0052,300000054,629.85
EUR,125635.44,N,105576,74867AD200E41EDBA5D8B0C98DC96052,,P,74867AD200E41EDBA5D8B06885AE2052,300000055,20059.44
EUR,974.61,N,819,74867AD200E41EDBA5D8B0C98DC98052,,P,74867AD200E41EDBA5D8B06885B00052,300000056,155.61
EUR,3669.96,N,3084,74867AD200E41EDBA5D8B0C98DC9A052,,P,74867AD200E41EDBA5D8B06885AEC052,300000057,585.96
EUR,7677.85,N,6451.97,74867AD200E41EDBA5D8B0C98DC9C052,,P,74867AD200E41EDBA5D8B06885AB4052,300000058,1225.88
EUR,3453.38,N,2902,74867AD200E41EDBA5D8B0C98DC9E052,,P,74867AD200E41EDBA5D8B06885AB2052,300000059,551.38
EUR,12644.94,N,10626,74867AD200E41EDBA5D8B0C98DCA0052,,P,74867AD200E41EDBA5D8B06885ADA052,300000060,2018.94
EUR,4598.16,N,3864,74867AD200E41EDBA5D8B0C98DCA2052,,P,74867AD200E41EDBA5D8B06885AC0052,300000061,734.16
EUR,722.23,N,606.91,74867AD200E41EDBA5D8B0C98DCA4052,,P,74867AD200E41EDBA5D8B06885AF4052,300000062,115.32
EUR,2354.54,N,1978.6,74867AD200E41EDBA5D8B0C98DCA6052,,P,74867AD200E41EDBA5D8B06885AFC052,300000063,375.94
EUR,10281.6,N,8640,74867AD200E41EDBA5D8B0C98DCA8052,,P,74867AD200E41EDBA5D8B06885ADE052,300000064,1641.6
EUR,213043.32,N,179028,74867AD200E41EDBA5D8B0C98DCAA052,,P,74867AD200E41EDBA5D8B06885AE4052,300000065,34015.32
EUR,222.41,N,186.9,74867AD200E41EDBA5D8B0C98DCAC052,,P,74867AD200E41EDBA5D8B06885AF8052,300000066,35.51
EUR,808.84,N,679.7,74867AD200E41EDBA5D8B0C98DCAE052,,P,74867AD200E41EDBA5D8B06885AFA052,300000067,129.14
EUR,4137.63,N,3477,74867AD200E41EDBA5D8B0C98DCB0052,,P,74867AD200E41EDBA5D8B06885ACA052,300000068,660.63
EUR,1995.63,N,1677,74867AD200E41EDBA5D8B0C98DCB2052,,P,74867AD200E41EDBA5D8B06885B04052,300000069,318.63
EUR,11320.47,N,9513,74867AD200E41EDBA5D8B0C98DCB4052,,P,74867AD200E41EDBA5D8B06885B06052,300000070,1807.47
EUR,12848.43,N,10797,74867AD200E41EDBA5D8B0C98DCB6052,,P,74867AD200E41EDBA5D8B06885AE0052,300000071,2051.43
EUR,514.08,N,432,74867AD200E41EDBA5D8B0C98DCB8052,,P,74867AD200E41EDBA5D8B06885AE2052,300000072,82.08
EUR,3260.6,N,2740,74867AD200E41EDBA5D8B0C98DCBA052,,P,74867AD200E41EDBA5D8B06885ACE052,300000073,520.6
EUR,6117.69,N,5140.92,74867AD200E41EDBA5D8B0C98DCBC052,,P,74867AD200E41EDBA5D8B06885ABA052,300000074,976.77
EUR,14307.48,N,12023.1,74867AD200E41EDBA5D8B0C98DCBE052,,P,74867AD200E41EDBA5D8B06885ACC052,300000075,2284.38
EUR,3510.74,N,2950.2,74867AD200E41EDBA5D8B0C98DCC0052,,P,74867AD200E41EDBA5D8B06885AFC052,300000076,560.54
EUR,8979.74,N,7546,74867AD200E41EDBA5D8B0C98DCC2052,,P,74867AD200E41EDBA5D8B06885B06052,300000077,1433.74
EUR,5519.22,N,4638,74867AD200E41EDBA5D8B0C98DCC4052,,P,74867AD200E41EDBA5D8B06885AEA052,300000078,881.22
EUR,14102.69,N,11851,74867AD200E41EDBA5D8B0C98DCC6052,,P,74867AD200E41EDBA5D8B06885B08052,300000079,2251.69
EUR,3483.13,N,2927,74867AD200E41EDBA5D8B0C98DCC8052,,P,74867AD200E41EDBA5D8B06885B02052,300000080,556.13
EUR,53780.86,N,45194,74867AD200E41EDBA5D8B0C98DCCA052,,P,74867AD200E41EDBA5D8B06885AE2052,300000081,8586.86
EUR,4872.25,N,4094.33,74867AD200E41EDBA5D8B0C98DCCC052,,P,74867AD200E41EDBA5D8B06885AB8052,300000082,777.92
EUR,8811.95,N,7405,74867AD200E41EDBA5D8B0C98DCCE052,,P,74867AD200E41EDBA5D8B06885ADC052,300000083,1406.95
EUR,5033.7,N,4230,74867AD200E41EDBA5D8B0C98DCD0052,,P,74867AD200E41EDBA5D8B06885AE6052,300000084,803.7
EUR,4031.72,N,3388,74867AD200E41EDBA5D8B0C98DCD2052,,P,74867AD200E41EDBA5D8B06885AEC052,300000085,643.72
EUR,6282.82,N,5279.68,74867AD200E41EDBA5D8B0C98DCD4052,,P,74867AD200E41EDBA5D8B06885AB8052,300000086,1003.14
EUR,12603.29,N,10591,74867AD200E41EDBA5D8B0C98DCD6052,,P,74867AD200E41EDBA5D8B06885B06052,300000087,2012.29
EUR,6178.48,N,5192,74867AD200E41EDBA5D8B0C98DCD8052,,P,74867AD200E41EDBA5D8B06885AD6052,300000088,986.48
EUR,7191.17,N,6043,74867AD200E41EDBA5D8B0C98DCDA052,,P,74867AD200E41EDBA5D8B06885ADA052,300000089,1148.17
EUR,19331.55,N,16245,74867AD200E41EDBA5D8B0C98DCDC052,,P,74867AD200E41EDBA5D8B06885AE8052,300000090,3086.55
EUR,3297.49,N,2771,74867AD200E41EDBA5D8B0C98DCDE052,,P,74867AD200E41EDBA5D8B06885AE6052,300000091,526.49
EUR,1463.58,N,1229.9,74867AD200E41EDBA5D8B0C98DCE0052,,P,74867AD200E41EDBA5D8B06885AC4052,300000092,233.68
EUR,7892.07,N,6631.99,74867AD200E41EDBA5D8B0C98DCE2052,,P,74867AD200E41EDBA5D8B06885ABC052,300000093,1260.08
EUR,5115.77,N,4298.97,74867AD200E41EDBA5D8B0C98DCE4052,,P,74867AD200E41EDBA5D8B06885AF2052,300000094,816.8
EUR,521.22,N,438,74867AD200E41EDBA5D8B0C98DCE6052,,P,74867AD200E41EDBA5D8B06885AF6052,300000095,83.22
EUR,3297.49,N,2771,74867AD200E41EDBA5D8B0C98DCE8052,,P,74867AD200E41EDBA5D8B06885AE6052,300000096,526.49
EUR,7775.46,N,6534,74867AD200E41EDBA5D8B0C98DCEA052,,P,74867AD200E41EDBA5D8B06885B08052,300000097,1241.46
EUR,5234.8,N,4398.99,74867AD200E41EDBA5D8B0C98DCEC052,,P,74867AD200E41EDBA5D8B06885AF0052,300000098,835.81
EUR,24302.18,N,20422,74867AD200E41EDBA5D8B0C98DCEE052,,P,74867AD200E41EDBA5D8B06885B08052,300000099,3880.18
EUR,5007.75,N,4208.2,74867AD200E41EDBA5D8B0C98DCF0052,,P,74867AD200E41EDBA5D8B06885AC6052,300000100,799.55
EUR,3653.3,N,3070,74867AD200E41EDBA5D8B0C98DCF2052,,P,74867AD200E41EDBA5D8B06885AD0052,300000101,583.3
EUR,4074.08,N,3423.6,74867AD200E41EDBA5D8B0C98DCF4052,,P,74867AD200E41EDBA5D8B06885AC6052,300000102,650.48
EUR,4696.93,N,3947,74867AD200E41EDBA5D8B0C98DCF6052,,P,74867AD200E41EDBA5D8B06885AEE052,300000103,749.93
EUR,8509.64,N,7150.96,74867AD200E41EDBA5D8B0C98DCF8052,,P,74867AD200E41EDBA5D8B06885ABC052,300000104,1358.68
EUR,6436.71,N,5409,74867AD200E41EDBA5D8B0C98DCFA052,,P,74867AD200E41EDBA5D8B06885ACA052,300000105,1027.71
EUR,2942.87,N,2473,74867AD200E41EDBA5D8B0C98DCFC052,,P,74867AD200E41EDBA5D8B06885AEC052,300000106,469.87
EUR,8509.67,N,7150.98,74867AD200E41EDBA5D8B0C98DCFE052,,P,74867AD200E41EDBA5D8B06885AF0052,300000107,1358.69
EUR,6053.53,N,5087,74867AD200E41EDBA5D8B0C98DD00052,,P,74867AD200E41EDBA5D8B06885AD6052,300000108,966.53
EUR,1113.84,N,936,74867AD200E41EDBA5D8B0C98DD02052,,P,74867AD200E41EDBA5D8B06885B04052,300000109,177.84
EUR,660.4,N,554.95,74867AD200E41EDBA5D8B0C98DD04052,,P,74867AD200E41EDBA5D8B06885AF4052,300000110,105.45
EUR,4676.7,N,3930,74867AD200E41EDBA5D8B0C98DD06052,,P,74867AD200E41EDBA5D8B06885ACA052,300000111,746.7
EUR,7771.81,N,6530.93,74867AD200E41EDBA5D8B0C98DD08052,,P,74867AD200E41EDBA5D8B06885AF2052,300000112,1240.88
EUR,11816.17,N,9929.55,74867AD200E41EDBA5D8B0C98DD0A052,,P,74867AD200E41EDBA5D8B06885AB6052,300000113,1886.62
EUR,4523.19,N,3801,74867AD200E41EDBA5D8B0C98DD0C052,,P,74867AD200E41EDBA5D8B06885B06052,300000114,722.19
EUR,9935.31,N,8349,74867AD200E41EDBA5D8B0C98DD0E052,,P,74867AD200E41EDBA5D8B06885AEA052,300000115,1586.31
EUR,3982.93,N,3347,74867AD200E41EDBA5D8B0C98DD10052,,P,74867AD200E41EDBA5D8B06885AC0052,300000116,635.93
EUR,3259.41,N,2739,74867AD200E41EDBA5D8B0C98DD12052,,P,74867AD200E41EDBA5D8B06885ADE052,300000117,520.41
EUR,4249.49,N,3571,74867AD200E41EDBA5D8B0C98DD14052,,P,74867AD200E41EDBA5D8B06885AEC052,300000118,678.49
EUR,7539.84,N,6336,74867AD200E41EDBA5D8B0C98DD16052,,P,74867AD200E41EDBA5D8B06885ADA052,300000119,1203.84
EUR,11506.11,N,9669,74867AD200E41EDBA5D8B0C98DD18052,,P,74867AD200E41EDBA5D8B06885AC0052,300000120,1837.11
EUR,3752.07,N,3153,74867AD200E41EDBA5D8B0C98DD1A052,,P,74867AD200E41EDBA5D8B06885ADA052,300000121,599.07
EUR,549.78,N,462,74867AD200E41EDBA5D8B0C98DD1C052,,P,74867AD200E41EDBA5D8B06885ADA052,300000122,87.78
EUR,2343.94,N,1969.7,74867AD200E41EDBA5D8B0C98DD1E052,,P,74867AD200E41EDBA5D8B06885AC8052,300000123,374.24
EUR,6298.57,N,5292.92,74867AD200E41EDBA5D8B0C98DD20052,,P,74867AD200E41EDBA5D8B06885AB4052,300000124,1005.65
EUR,3510.75,N,2950.2,74867AD200E41EDBA5D8B0C98DD22052,,P,74867AD200E41EDBA5D8B06885AFC052,300000125,560.55
EUR,11738.16,N,9864,74867AD200E41EDBA5D8B0C98DD24052,,P,74867AD200E41EDBA5D8B06885AD4052,300000126,1874.16
EUR,13258.98,N,11142,74867AD200E41EDBA5D8B0C98DD26052,,P,74867AD200E41EDBA5D8B06885AE8052,300000127,2116.98
EUR,16561.23,N,13917,74867AD200E41EDBA5D8B0C98DD28052,,P,74867AD200E41EDBA5D8B06885ABE052,300000128,2644.23
EUR,3422.44,N,2876,74867AD200E41EDBA5D8B0C98DD2A052,,P,74867AD200E41EDBA5D8B06885AD6052,300000129,546.44
EUR,8745.31,N,7349,74867AD200E41EDBA5D8B0C98DD2C052,,P,74867AD200E41EDBA5D8B06885AEA052,300000130,1396.31
EUR,5961.53,N,5009.69,74867AD200E41EDBA5D8B0C98DD2E052,,P,74867AD200E41EDBA5D8B06885AB6052,300000131,951.84
EUR,31419.57,N,26403,74867AD200E41EDBA5D8B0C98DD30052,,P,74867AD200E41EDBA5D8B06885ABE052,300000132,5016.57
EUR,7450.59,N,6261,74867AD200E41EDBA5D8B0C98DD32052,,P,74867AD200E41EDBA5D8B06885AD4052,300000133,1189.59
EUR,3803.24,N,3196,74867AD200E41EDBA5D8B0C98DD34052,,P,74867AD200E41EDBA5D8B06885AD4052,300000134,607.24
EUR,7134.01,N,5994.96,74867AD200E41EDBA5D8B0C98DD36052,,P,74867AD200E41EDBA5D8B06885AF2052,300000135,1139.05
EUR,8212.15,N,6900.97,74867AD200E41EDBA5D8B0C98DD38052,,P,74867AD200E41EDBA5D8B06885ABC052,300000136,1311.18
EUR,3257.03,N,2737,74867AD200E41EDBA5D8B0C98DD3A052,,P,74867AD200E41EDBA5D8B06885AD8052,300000137,520.03
EUR,2645.37,N,2223,74867AD200E41EDBA5D8B0C98DD3C052,,P,74867AD200E41EDBA5D8B06885B04052,300000138,422.37
EUR,7022.19,N,5901,74867AD200E41EDBA5D8B0C98DD3E052,,P,74867AD200E41EDBA5D8B06885B06052,300000139,1121.19
EUR,7650.51,N,6429,74867AD200E41EDBA5D8B0C98DD40052,,P,74867AD200E41EDBA5D8B06885ADC052,300000140,1221.51
EUR,3986.25,N,3349.79,74867AD200E41EDBA5D8B0C98DD42052,,P,74867AD200E41EDBA5D8B06885AB6052,300000141,636.46
EUR,3778.25,N,3175,74867AD200E41EDBA5D8B0C98DD44052,,P,74867AD200E41EDBA5D8B06885ACE052,300000142,603.25
EUR,9599.61,N,8066.9,74867AD200E41EDBA5D8B0C98DD46052,,P,74867AD200E41EDBA5D8B06885AC4052,300000143,1532.71
EUR,9859.15,N,8285,74867AD200E41EDBA5D8B0C98DD48052,,P,74867AD200E41EDBA5D8B06885AE6052,300000144,1574.15
EUR,7388.11,N,6208.5,74867AD200E41EDBA5D8B0C98DD4A052,,P,74867AD200E41EDBA5D8B06885AC8052,300000145,1179.61
EUR,819.91,N,689,74867AD200E41EDBA5D8B0C98DD4C052,,P,74867AD200E41EDBA5D8B06885B04052,300000146,130.91
EUR,5922.63,N,4977,74867AD200E41EDBA5D8B0C98DD4E052,,P,74867AD200E41EDBA5D8B06885AC0052,300000147,945.63
EUR,5696.53,N,4787,74867AD200E41EDBA5D8B0C98DD50052,,P,74867AD200E41EDBA5D8B06885AEA052,300000148,909.53
EUR,9157.05,N,7695,74867AD200E41EDBA5D8B0C98DD52052,,P,74867AD200E41EDBA5D8B06885ADC052,300000149,1462.05
EUR,4934.93,N,4147,74867AD200E41EDBA5D8B0C98DD54052,,P,74867AD200E41EDBA5D8B06885B02052,300000150,787.93
EUR,4934.93,N,4147,74867AD200E41EDBA5D8B0C98DD56052,,P,74867AD200E41EDBA5D8B06885B02052,300000151,787.93
EUR,2234.12,N,1877.4,74867AD200E41EDBA5D8B0C98DD58052,,P,74867AD200E41EDBA5D8B06885AFC052,300000152,356.72
EUR,4928.98,N,4142,74867AD200E41EDBA5D8B0C98DD5A052,,P,74867AD200E41EDBA5D8B06885AD6052,300000153,786.98
EUR,2646.53,N,2223.97,74867AD200E41EDBA5D8B0C98DD5C052,,P,74867AD200E41EDBA5D8B06885ABA052,300000154,422.56
EUR,3527.05,N,2963.9,74867AD200E41EDBA5D8B0C98DD5E052,,P,74867AD200E41EDBA5D8B06885AFA052,300000155,563.15
EUR,3546.16,N,2979.97,74867AD200E41EDBA5D8B0C98DD60052,,P,74867AD200E41EDBA5D8B06885ABC052,300000156,566.19
EUR,6539.05,N,5495,74867AD200E41EDBA5D8B0C98DD62052,,P,74867AD200E41EDBA5D8B06885AEC052,300000157,1044.05
EUR,3340.33,N,2807,74867AD200E41EDBA5D8B0C98DD64052,,P,74867AD200E41EDBA5D8B06885AEC052,300000158,533.33
EUR,3680.19,N,3092.6,74867AD200E41EDBA5D8B0C98DD66052,,P,74867AD200E41EDBA5D8B06885ACC052,300000159,587.59
EUR,8745.31,N,7349,74867AD200E41EDBA5D8B0C98DD68052,,P,74867AD200E41EDBA5D8B06885AEA052,300000160,1396.31
EUR,828.24,N,696,74867AD200E41EDBA5D8B0C98DD6A052,,P,74867AD200E41EDBA5D8B06885B00052,300000161,132.24
EUR,584.29,N,491,74867AD200E41EDBA5D8B0C98DD6C052,,P,74867AD200E41EDBA5D8B06885AF6052,300000162,93.29
EUR,1765.88,N,1483.93,74867AD200E41EDBA5D8B0C98DD6E052,,P,74867AD200E41EDBA5D8B06885AFE052,300000163,281.95
EUR,8246.32,N,6929.68,74867AD200E41EDBA5D8B0C98DD70052,,P,74867AD200E41EDBA5D8B06885AB8052,300000164,1316.64
EUR,2992.86,N,2515,74867AD200E41EDBA5D8B0C98DD72052,,P,74867AD200E41EDBA5D8B06885AFC052,300000165,477.86
EUR,1520.46,N,1277.7,74867AD200E41EDBA5D8B0C98DD74052,,P,74867AD200E41EDBA5D8B06885AFA052,300000166,242.76
EUR,808.84,N,679.7,74867AD200E41EDBA5D8B0C98DD76052,,P,74867AD200E41EDBA5D8B06885AFA052,300000167,129.14
EUR,2203.88,N,1852,74867AD200E41EDBA5D8B0C98DD78052,,P,74867AD200E41EDBA5D8B06885AD8052,300000168,351.88
EUR,7187.6,N,6040,74867AD200E41EDBA5D8B0C98DD7A052,,P,74867AD200E41EDBA5D8B06885ADC052,300000169,1147.6
EUR,3001.18,N,2522,74867AD200E41EDBA5D8B0C98DD7C052,,P,74867AD200E41EDBA5D8B06885B04052,300000170,479.18
EUR,3090.42,N,2596.99,74867AD200E41EDBA5D8B0C98DD7E052,,P,74867AD200E41EDBA5D8B06885AB4052,300000171,493.43
EUR,3919.86,N,3294,74867AD200E41EDBA5D8B0C98DD80052,,P,74867AD200E41EDBA5D8B06885AEE052,300000172,625.86
EUR,1397.06,N,1174,74867AD200E41EDBA5D8B0C98DD82052,,P,74867AD200E41EDBA5D8B06885AFC052,300000173,223.06
EUR,20566.77,N,17283,74867AD200E41EDBA5D8B0C98DD84052,,P,74867AD200E41EDBA5D8B06885B08052,300000174,3283.77
EUR,36505.63,N,30677,74867AD200E41EDBA5D8B0C98DD86052,,P,74867AD200E41EDBA5D8B06885ABE052,300000175,5828.63
EUR,11252.64,N,9456,74867AD200E41EDBA5D8B0C98DD88052,,P,74867AD200E41EDBA5D8B06885ADC052,300000176,1796.64
EUR,11666.69,N,9803.94,74867AD200E41EDBA5D8B0C98DD8A052,,P,74867AD200E41EDBA5D8B06885ABC052,300000177,1862.75
EUR,7936.89,N,6669.66,74867AD200E41EDBA5D8B0C98DD8C052,,P,74867AD200E41EDBA5D8B06885AB6052,300000178,1267.23
EUR,1651.72,N,1388,74867AD200E41EDBA5D8B0C98DD8E052,,P,74867AD200E41EDBA5D8B06885AD0052,300000179,263.72
EUR,13132.36,N,11035.6,74867AD200E41EDBA5D8B0C98DD90052,,P,74867AD200E41EDBA5D8B06885AC4052,300000180,2096.76
EUR,8171.61,N,6866.9,74867AD200E41EDBA5D8B0C98DD92052,,P,74867AD200E41EDBA5D8B06885AC4052,300000181,1304.71
EUR,8641.78,N,7262,74867AD200E41EDBA5D8B0C98DD94052,,P,74867AD200E41EDBA5D8B06885AC2052,300000182,1379.78
EUR,15404.55,N,12945,74867AD200E41EDBA5D8B0C98DD96052,,P,74867AD200E41EDBA5D8B06885ADE052,300000183,2459.55
EUR,2767.94,N,2326,74867AD200E41EDBA5D8B0C98DD98052,,P,74867AD200E41EDBA5D8B06885AEA052,300000184,441.94
EUR,8745.31,N,7349,74867AD200E41EDBA5D8B0C98DD9A052,,P,74867AD200E41EDBA5D8B06885AEA052,300000185,1396.31
EUR,5363.33,N,4507,74867AD200E41EDBA5D8B0C98DD9C052,,P,74867AD200E41EDBA5D8B06885ADC052,300000186,856.33
EUR,6375.94,N,5357.93,74867AD200E41EDBA5D8B0C98DD9E052,,P,74867AD200E41EDBA5D8B06885ABA052,300000187,1018.01
EUR,5413.31,N,4549,74867AD200E41EDBA5D8B0C98DDA0052,,P,74867AD200E41EDBA5D8B06885AC2052,300000188,864.31
EUR,3283.21,N,2759,74867AD200E41EDBA5D8B0C98DDA2052,,P,74867AD200E41EDBA5D8B06885AEC052,300000189,524.21
EUR,16463.09,N,13834.53,74867AD200E41EDBA5D8B0C98DDA4052,,P,74867AD200E41EDBA5D8B06885AB8052,300000190,2628.56
EUR,4456.55,N,3745,74867AD200E41EDBA5D8B0C98DDA6052,,P,74867AD200E41EDBA5D8B06885B06052,300000191,711.55
EUR,2069.17,N,1738.8,74867AD200E41EDBA5D8B0C98DDA8052,,P,74867AD200E41EDBA5D8B06885AC4052,300000192,330.37
